 ,Area,XM,YM
480,477,794.543,580.655
481,489,798.053,581.775
482,473,803.342,581.587
483,484,803.218,582.986
484,491,804.138,583.945
485,477,804.698,583.721
486,495,804.344,583.924
487,515,807.294,583.009
488,502,806.126,581.657
489,478,804.214,582.190
490,477,802.985,583.047
491,477,795.316,582.701
492,491,793.744,582.134
493,502,793.512,580.401
494,499,790.955,580.725
495,533,791.333,582.648
496,527,791.196,581.918
497,509,794.959,582.526
498,518,795.728,583.607
499,542,793.955,585.103
500,558,795.943,585.497
501,539,795.735,583.545
